ORF_ID	ec	     product
20077_0		peptide chain release factor 1 
20076_0		biotin synthase 
20071_0		chaperonin GroEL (HSP60 family) 
20073_0		amino acid ABC transporter periplasmic substrate-binding protein 
10759_1		Transferase 
10758_0		Glycerate kinase 
10757_0		TatC subunit twin-arginine targeting system 
10757_1		Sec-independent protein secretion pathway component 
10757_2		Flavin prenyltransferase PAD1, mitochondrial 
10755_0		seryl-tRNA synthetase 
10754_1		30S ribosomal protein S21 
10753_0		mannose-1-phosphate guanylyltransferase 
10753_1		dihydroxy-acid dehydratase 
10752_1		glycosyl transferase, group 2 family protein 
10751_0	2.1.2.1	Serine hydroxymethyltransferase 
10751_1		ribonucleotide reductase transcriptional regulator NrdR 
10750_0	1.8.4.8	PAPS-reductase-like protein 
10750_1		ATP sulfurylase (sulfate adenylyltransferase) 
106270_0		ligase activity 
114481_0		alanine racemase domain protein 
114480_0		aminopeptidase P AmpP 
114482_0		50S ribosomal protein L7/L12 
21308_0		response regulator CheY-like receiver, AAA-type ATPase, DNA-binding domains 
21309_0		microcystin LR degradation protein MlrC-like 
114487_0		isoleucyl-tRNA synthetase 
114486_0		DSBA oxidoreductase 
21304_0		Phosphoheptose isomerase 
21300_0	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 
5561_0		HutD 
111509_0		
111508_0		A / G specific adenine glycosylase 
111507_0		TIR protein 
111506_0		Prophage CP4-57 integrase 
111504_0		BNR repeat-containing glycosyl hydrolase 
14120_1	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase 
14121_0		transcription elongation factor GreA 
14121_1	1.3.3.3	Oxygen-dependent coproporphyrinogen-III oxidase 
14122_0		short-chain dehydrogenase/reductase SDR 
14123_0		putative monooxygenase 
14124_0		Trk system integral membrane K(+)-translocating protein TrkH 
14124_1	4.2.1.17	Enoyl-CoA hydratase (Fad-1) 
14125_0		Xaa-Pro dipeptidase 
14127_0		sodium proline symporter
14128_0		acyltransferase domain-containing protein 
14129_0		aconitase subunit 1 
14129_1		aconitase subunit 1 
48029_0		Heat shock protein SSQ1, mitochondrial 
28801_0		type II secretory pathway, component PulF
48020_0		Heat shock protein SSQ1, mitochondrial 
48021_1		enoyl-CoA hydratase 
48022_0		RNA polymerase sigma-70 subunit RpoD 
48026_0		Cytoplasmic aconitate hydratase 
43762_0		DNA topoisomerase IB 
43763_0		enoyl-CoA hydratase/isomerase 
43765_0		Aminopeptidase N 
29136_0	1.3.1.9	Enoyl- reductase FabI 
43768_0		penicillin-binding protein, 1A family 
29133_0		Regulatory protein recX 
29133_1		recombinase A 
29131_0		Rne/Rng family ribonuclease 
105907_0		radical SAM domain-containing protein 
105902_0		inositol-phosphate phosphatase 
105903_0		Integral membrane protein DUF6 
105908_0		Amp-dependent synthetase ligase 
99508_0		aldehyde dehydrogenase 
99503_0		cytochrome c class I 
99504_0		cell division trigger factor 
99507_0		taurine ABC transporter, periplasmic taurine-binding protein 
99506_0	4.2.1.12	Dihydroxy-acid dehydratase 
86488_0		tRNA 4-thiouridine(8) synthase ThiI
86489_0		
44237_0		DDE transposase
86484_0		metallophosphoesterase 
86485_0		drug metabolite transporter, DMT superfamily 
86480_0		SAICAR synthetase 
86481_0		Gamma carbonic anhydrase 2, mitochondrial 
86483_0		class I II aminotransferase 
103508_0		sarcosine oxidase, alpha subunit family, heterotetrameric form 
66141_0	3.4.21.53	Lon protease 
103507_0	2.7.7.24	Glucose-1-phosphate thymidylyltransferase 1 
66147_0		outer membrane B12 receptor 
66146_0		Conserved protein 
55578_0		
55579_0		polynucleotide phosphorylase/polyadenylase 
55570_0		putative sulfate transporter 
55571_0	2.4.2.14	Amidophosphoribosyltransferase 
55572_0		GMP synthase, glutamine amidotransferase domain 
55573_0		RNA-binding protein 
55575_0	3.5.1.31	Peptide deformylase 
55576_0		ATP synthase subunit beta 
49777_0	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 
49774_0		channel protein TolC
49772_0		Tetratricopeptide repeat protein 
13477_0		50S ribosomal protein L19e 
13477_1		50S ribosomal protein L32e 
13475_0	1.17.3.2	Xanthine dehydrogenase/oxidase 
13474_0	1.6.5.3	NADH-quinone oxidoreductase subunit L 
13473_1		glutamyl-tRNA synthetase 
13473_2		2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1, 7-dioic acid hydratase 
49779_0	2.1.1.34	tRNA-guanosine methyltransferase 
76362_0		quinolinate synthetase complex subunit alpha 
6382_0		deoxynucleoside kinase family protein 
6382_2		Dihydroneopterin aldolase 
62957_0		lipoprotein carrier protein LolA 
55398_0		5-oxoprolinase (ATP-hydrolyzing) 
55399_0		Thioesterase 
6386_0	4.1.1.21	N5-carboxyaminoimidazole ribonucleotide synthase 
6386_1		
6386_2		sugar phosphate nucleotydyl transferase 
6387_1		ATP-dependent Clp protease ATP-binding subunit ClpX 
6388_0		5 10-methylenetetrahydrofolate reductase-like protein 
6388_1		NTP pyrophosphohydrolase 
6388_3		50S ribosomal protein L31e 
6389_0	1.15.1.1	Superoxide dismutase 
6389_1		peptidase S8/S53 subtilisin kexin sedolisin 
55396_0		ATP- binding 
55390_0	1.2.7.4	Carbon monoxide dehydrogenase small chain 
55392_0		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase 
55393_0		Metal-dependent enzyme 
63461_0		phosphoglucosamine mutase 
63394_0		protein containing C-terminal region/beta chain methionyl-tRNA synthetase 
16172_1		Cell Division Protein 
80886_0		Putative isohexenylglutaconyl-CoA hydratase 
80887_1	2.1.1.64	Ubiquinone biosynthesis O-methyltransferase 
80885_0		glycine cleavage system protein T 
80882_0		cytosol aminopeptidase family protein 
80883_0		cysteine desulfurase activator complex subunit SufB 
54628_1		Isopentenyl phosphate kinase 
31617_0		thiamine biosynthesis ATP pyrophosphatase-like protein 
31616_0		Gfo/Idh/MocA family oxidoreductase 
31615_0		GTP cyclohydrolase I 
31613_0	2.1.3.1	Methylmalonyl-CoA carboxyltransferase 5S subunit OS Propionibacterium freudenreichii subsp. shermanii PE 1 SV 
113016_0		CoA-binding domain protein 
31619_0		Oligopeptide transport system permease protein OppB 
91877_0	4.6.1.1	Adenylate cyclase 2 
50813_0		antibiotic biosynthesis monooxygenase 
50814_0		phosphoenolpyruvate--protein phosphotransferase
50816_0	4.1.1.31	Phosphoenolpyruvate carboxylase 
46729_0		putative CarD family transcriptional regulator 
3145_1		
40440_0	2.1.2.10	Aminomethyltransferase 
84645_0		polar amino acid ABC transporter inner membrane subunit 
84648_0		alkanal monooxygenase 
40448_0		alkyl/aryl-sulfatase
40449_0	4.2.1.17	Enoyl-CoA hydratase (Fad-1) 
110661_0		N-methyl glutamate synthase large subunit C OS Methyloversatilis universalis PE 3 SV 1 
110660_0		30S ribosomal protein S10 
110665_0		
110664_0		Tat pathway signal sequence domain protein
110666_0		chitinase 
110669_0		DEAD/DEAH box helicase 
110668_0		saccharopine dehydrogenase 
36948_0		N-formylglutamate amidohydrolase 
66609_0		peptide chain release factor 1 (bRF-1) 
7471_0		ATP synthase subunit alpha 
7471_1		ATP synthase gamma chain 
7470_0		beta-glucosidase-like glycosyl hydrolase 
7470_1		N-acetyl-alpha-D-glucosaminyl L-malate synthase 
7472_0		
7475_1		small subunit ribosomal protein S10 
7475_2		translation elongation factor EF-1 subunit alpha 
7474_0		deaminase 
7474_1		amidohydrolase, peptidase M20 family 
7477_1		DNA ligase 
7476_0	1.1.1.42	Isocitrate dehydrogenase 1 
7476_1		Superfamily II DNA RNA helicases 
7479_0		DnaK suppressor protein 
7478_0		methionyl-tRNA synthetase 
7478_1		putative exporters RND superfamily 
41311_0		ammonia permease 
41310_0	3.1.11.1	Exodeoxyribonuclease I 
41315_0	2.4.2.9	Uracil phosphoribosyltransferase 
41314_0		Sulphatase-modifying factor protein 
41317_0		DNA helicase II 
84875_0	2.1.1.64	Ubiquinone biosynthesis O-methyltransferase 
41318_0		putative metal-dependent phosphoesterase (PHP family) 
85117_0	2.3.2.2	Gamma-glutamyltranspeptidase 
85116_0	1.6.5.3	NADH-ubiquinone oxidoreductase chain 5 
85115_0		60 kDa chaperonin (Protein Cpn60) (groEL protein) 
85111_0		malic enzyme 
102180_0		transketolase 
60661_0		aldo/keto reductase 
52607_0		periplasmic or secreted lipoprotein-like 
71819_0		taurine dioxygenase
71811_0		FtsX-like permease family 
71813_0		putative aliphatic sulfonate ABC transporter periplasmatic substrate-binding protein 
71812_0		3-deoxy-D-manno-octulosonic acid transferase 
71815_0		hopanoid biosynthesis associated radical SAM protein HpnJ 
71814_0		3-oxoacyl- synthase 2 
71816_0		Na translocating NADH:ubiquinone oxidoreductase subunit A 
73412_0	2.7.2.2	Carbamate kinase 
73411_0		Pyrimidine-specific ribonucleoside hydrolase RihA 
37611_0		Enoyl-CoA hydratase 
37612_0		pyruvate/2-oxoglutarate dehydrogenase complex, component beta subunit 
37619_0		lipid A ABC exporter, fused ATPase inner membrane subunits MsbA 
37618_0		ABC transporter, ATP-binding component 
61825_1		ornithine cyclodeaminase 
61826_0		putative long-chain-fatty-acid--CoA ligase 
61821_0		4-hydroxyphenylpyruvate dioxygenase 
61820_0		single-stranded DNA-binding replication protein A, large (70 kD) subunit 
61823_1		peptidase S8
61822_0		Phosphopantothenoylcysteine decarboxylase 
81918_0		valyl-tRNA synthetase 
61828_0		Cache sensor hybrid histidine kinase 
39107_0		Ribosomal protein S6--L-glutamate ligase 
39104_0		alkyl hydroperoxide reductase/ thiol specific antioxidant/ Mal allergen 
42377_0		SSU ribosomal protein S23e (S12p) 
8711_0		glucosamine--fructose-6-phosphate aminotransferase 
8710_1		Putative zinc ribbon domain 
8713_2		tRNA (guanine-N(1)-)-methyltransferase 
8715_0		putative peroxiredoxin 
8714_0		Lipoyl synthase, mitochondrial 
8714_1		4-hydroxythreonine-4-phosphate dehydrogenase 
8717_0		Tryptophan synthase beta chain 2 
8719_1		
8719_2		class II aldolase adducin N-terminal domain-containing protein 4, partial 
8718_0		ApbE family lipoprotein 
1835_0		4-hydroxyphenylacetate 3-hydroxylase 
1835_1		endoribonuclease L-PSP superfamily protein 
1835_2		Major pilin protein fimA 
1835_4		acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase-like protein 
1832_0	5.3.1.6	Ribose-5-phosphate isomerase A 
1832_1		dITP/XTP pyrophosphatase 
1832_2	1.3.3.3	Oxygen-independent coproporphyrinogen-III oxidase-like protein 
1832_3		
1832_4	2.7.2.8	Probable acetylglutamate kinase 
1831_0		N-methyl glutamate dehydrogenase/oxidoreductase subunit C 
1831_1		sarcosine oxidase delta subunit 
1831_2	1.5.3.1	Sarcosine oxidase subunit beta 
1830_0		Ribosomal large subunit pseudouridine synthase B 
1830_1		tryptophanyl-tRNA synthetase 
1830_2		
1830_3		NhaD family Na(+)/H(+) antiporter 
22509_0		Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial 
22508_0	2.3.1.9	Acetyl-CoA acetyltransferase, cytosolic 
86254_0	2.7.2.4	Aspartokinase 
22503_0		GatB/Yqey domain-containing protein 
22502_0		leucyl-tRNA synthetase 
22501_0		amidase 
22507_0		nucleotidyltransferase/DNA polymerase involved DNA repair 
22504_0		glutamine synthetase 
88692_0		aspartyl-tRNA synthetase/aspartyl-tRNA(Asn) synthetase unambiguous 
88690_0		tryptophan synthase alpha chain 
88697_0		small conductance mechanosensitive ion channel (MscS) family protein 
88696_0		Histidine transport system permease protein hisQ 
88698_0		DNA-directed RNA polymerase, beta' subunit/160 kD subunit 
36564_0	2.2.1.6	Acetolactate synthase 1, chloroplastic 
36567_0		Methylthioribose-1-phosphate isomerase 
83518_0		alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen 
36562_1		stringent starvation protein B 
36563_0		putative Geranylgeranyl reductase
83515_0	2.7.2.4	Aspartokinase 2 
83516_0		F0F1 ATP synthase subunit A 
83510_0		mandelate racemase/muconate lactonizing protein 
14596_0		putative urate catabolism protein 
17160_0		molybdopterin-binding aldehyde oxidase xanthine dehydrogenase 
17163_0		glutamyl-tRNA synthetase 
17165_0		putative cell division GTPase Z 
17164_1		anion transporter
9448_0		Catalyzes formation 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP 2-C-methyl-D-erythritol 4- phosphate (MEP) (By similarity) 
9448_1		transcription-repair coupling factor Mfd 
17166_0		ABC transporter 
9446_0		integron integrase 
9444_0		1-acyl-sn-glycerol-3-phosphate acyltransferase
9445_1	1.8.99.5	Sulfite reductase, dissimilatory-type subunit beta 
9443_0	3.3.1.1	Adenosylhomocysteinase 
9440_1		DNA polymerase I family protein 
9441_0		GTP-binding protein TypA 
9441_1		phosphoribosylanthranilate isomerase 
62709_0		DEAD/DEAH box helicase 
62704_0		Participates actively response to hyperosmotic heat shock preventing aggregation stress-denatured proteins, association DnaK GrpE. It nucleotide exchange factor may function as thermosensor. Unfolded proteins bind initially DnaJ 
62707_0		peptidase (S8 S53, subtilisin, kexin, sedolisin 
62706_0		acetyltransferase 
62701_0		short-chain dehydrogenase/reductase SDR 
62700_0		cell division protease ftsH 
62702_0		tRNA (5-methylaminomethyl-2-thiouridylate) methyltransferase 
86670_0		type IIA topoisomerase ,subunit A 
91796_0		carbon monoxide dehydrogenase subunit G (CoxG) family 
76132_0	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase 
76131_0		nitrilase/cyanide hydratase apolipoprotein N- acyltransferase 
76137_0		Catalyzes conversion glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity) 
76135_0		NAD+ synthetase 
76134_0	5.1.1.7	Diaminopimelate epimerase 
76139_0		mannose-1-phosphate guanylyltransferase 
76138_0		protoheme IX farnesyltransferase 
49985_0	2.3.3.9	Malate synthase G 
49986_0		xylose isomerase domain-containing protein TIM barrel
49987_0		16S rRNA processing protein RimM
49981_0		phosphatase PAP2 family protein
64958_0		The UvrABC repair system catalyzes recognition processing DNA lesions. UvrA ATPase DNA-binding protein. A damage complex composed 2 UvrB subunits scans abnormalities. When presence lesion been verified UvrB, molecules dissociate (By similarity) 
64959_0		coenzyme PQQ synthesis protein B 
64956_0		Aspartyl Asparaginyl beta-hydroxylase 
64955_0		BNR repeat-containing glycosyl hydrolase 
64953_0	2.4.2.28	Probable S-methyl-5'-thioinosine phosphorylase 
64951_0		C4 dicarboxylatetransporter permease 
4715_0		3-oxoadipate enol-lactonase
4715_1		Putative translation initiation inhibitor, yjgF family 
4715_2		NAD-dependent aldehyde dehydrogenase 
4717_0		rhodanese-related sulfurtransferase 
4717_1		ammonium transporter NrgA 
4716_1		putative Succinylglutamate desuccinylase/aspartoacylase
4716_2		nitrogen regulation protein NR(I)
4710_1		Asp Glu hydantoin racemase 
4710_2		M24 family peptidase 
67285_0		Uncharacterized conserved protein (some members contain von Willebrand factor type A (vWA) domain) 
67288_0		metallophosphoesterase 
4719_0		major facilitator superfamily transporter 
4718_1	2.3.3.9	Malate synthase G 
26991_1		preprotein translocase subunit SecD 
26992_0		von Willebrand factor type A 
26993_0		TonB-dependent receptor 
26994_1		multisubunit sodium/proton antiporter subunit MrpC 
26995_0		Protein unknown function (DUF1553) 
26996_0		oxidoreductase 
26997_0		DNA repair ATPase RecN 
63074_0		ABC transporter-like protein 
63076_0		short-chain dehydrogenase/reductase SDR 
63077_0		preprotein translocase subunit SecD 
63071_0	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase 
63072_0		
16690_0		Lipid II flippase MurJ 
16690_1		30S ribosomal protein S20 
16691_0		aspartyl/glutamyl-tRNA amidotransferase subunit B 
27029_0		inosine-uridine preferring nucleoside hydrolase 
27028_0		amidophosphoribosyltransferase 
16695_0	2.3.3.13	2-isopropylmalate synthase 
16696_0		ABC transporter binding protein inner membrane 
27023_0		leucine tRNA synthetase 
27023_1		leucyl-tRNA synthetase 
27022_0		
27026_0		Heat shock protein SSQ1, mitochondrial 
27024_0		glycoside hydrolase family 4 
102644_0		ribosomal RNA small subunit methyltransferase I 
97234_0	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase 
97237_0		Fe3+-hydroxamate ABC transporter substrate-binding protein
97236_0	6.3.2.17	Bifunctional protein FolC 
97231_0		voltage gated chloride channel family protein 3 
97238_0		Domain unknown function (DUF373) 
70869_0		conserved protein unknown function putative cysteine hydrolases domain 
70862_0		citrate/ citryl-CoA lyase 
9874_0		putative membrane protein 
9874_1		
70865_0	2.3.1.12	Dihydrolipoamide acetyltransferase component pyruvate dehydrogenase complex OS Clostridium magnum PE 3 SV 1 
70864_0		peptidase S8/S53 subtilisin kexin sedolisin 
134_0		Component ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which respiratory chain that generates electrochemical potential coupled to ATP synthesis (By similarity) 
134_1		putative ubiquinol-cytochrome C reductase cytochrome B subunit 
134_2		Rieske 2Fe-2S iron sulfur protein (Cytochrome b6-F complex) 
134_5		preprotein translocase subunit SecA 
134_6		NusB antitermination factor 
134_7		Branched-chain-amino-acid aminotransferase 3, chloroplastic 
134_8		Acyl-CoA dehydrogenase, short-chain specific OS Megasphaera elsdenii PE 1 SV 
135_2		magnesium transporter ApaG 
135_3		pyruvate kinase 
135_4		WD40 domain-containing protein beta Propeller 
135_5		peptidase M14 carboxypeptidase A 
135_6		Zn-dependent dipeptidase, microsomal dipeptidase 
136_0	1.6.5.3	NADH-quinone oxidoreductase subunit H 
136_3	1.6.5.3	NADH-quinone oxidoreductase subunit K 2 
136_4		NADH dehydrogenase I, subunit l 
136_5		
136_6		formate hydrogenlyase subunit 3/multisubunit Na+/H+ antiporter, MnhD 
136_7	1.6.5.3	NADH-ubiquinone oxidoreductase chain 4 
136_8		NADH-quinone oxidoreductase subunit N (NADH dehydrogenase I, chain N) (NDH-1, 
136_9		citrate transporter family protein 
136_10		ATP--cobalamin adenosyltransferase 
137_2	5.3.1.1	Bifunctional PGK/TIM 
137_3	2.7.2.3	Phosphoglycerate kinase, chloroplastic OS Triticum aestivum PE 2 SV 1 
137_5		response regulator 
137_6	1.4.1.4	NADP-specific glutamate dehydrogenase OS Giardia intestinalis PE 2 SV 1 
137_9		lipolytic protein G-D-S-L family 
130_0		50S ribosomal protein L4 
130_1		50S ribosomal protein L3 
130_2		30S ribosomal protein S10 
130_3		translation elongation factor 1A (EF-1A/EF-Tu) 
130_4		translation elongation factor 2 (ef-2/ef-g) 
130_5		SSU ribosomal protein S7p (S5e) 
130_6		30S ribosomal protein S12 
130_7		DNA-directed RNA polymerase subunit beta' 
130_8		DNA-directed RNA polymerase subunit beta 
131_1		methionine sulfoxide reductase B 
131_2		PEBP family protein 
131_3		
131_5		protein unknown function DUF1611 
131_6		dipeptide epimerase
131_10		dihydroorotate oxidase B, electron transfer subunit 
131_11	2.1.3.2	Aspartate carbamoyltransferase 
131_13		transcriptional regulator 
131_14	6.3.2.3	Glutathione synthetase 
131_15		PAS/PAC sensor signal transduction histidine kinase 
132_0		
132_1		site-specific DNA methylase 
132_2		
132_3		transcriptional regulator 
132_5		
132_6		
132_7		30S ribosomal protein S15 
132_8		
132_9		seryl-tRNA synthetase 
132_10		30S ribosomal protein S3ae 
132_11		MULTISPECIES: exosome protein
132_12		digeranylgeranylglycerophospholipid reductase 
132_13		nitric oxide reductase Q protein 
132_14		von Willebrand factor type A 
132_15		PAC2 family 
133_0		TonB-dependent receptor
133_5		GatB/Yqey domain protein 
133_7		protein-tyrosine phosphatase 
133_8		PHP domain 
133_10		dihydrolipoyl dehydrogenase 
39373_0		enoyl-CoA hydratase, partial 
138_0	3.5.3.3	Creatinase OS Bacillus sp. (strain B-0618) PE 1 SV 3 
138_1		RhaT family, DMT superfamily transporter 
138_2		Urea carboxylase-associated protein 
138_3		N-methylhydantoinase (ATP-hydrolyzing) / 5-oxoprolinase 
138_4		transporter
138_5		hybrid-cluster NAD(P)-dependent oxidoreductase
138_6	1.5.3.1	Sarcosine oxidase subunit beta 
138_7		sarcosine oxidase subunit delta 
138_8		N-methyl glutamate dehydrogenase/oxidoreductase subunit C 
139_0		putative phosphonoacetate hydrolase 
139_1		phosphonate ABC transporter permease 
139_2		phosphonate ABC transporter ATP-binding protein 
139_3		phosphonate ABC transporter ATPase 
139_4		phosphonate ABC transporter substrate-binding protein 
139_6		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
139_7		putative ABC transporter extracellular solute binding protein 
139_8		binding-protein-dependent transport system inner membrane protein 
139_9		binding-protein-dependent transport system inner membrane protein 
139_10		sn-glycerol-3-phosphate import ATP-binding protein UgpC 
20272_1		ATP:cob(I)alamin adenosyltransferase 
20271_0		translation initiation factor IF-2 
20277_0		molecular chaperone GroEL 
20274_0		hemimethylated DNA binding protein domain 
34148_0	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase component pyruvate dehydrogenase complex 
34149_0		antimicrobial peptide ABC transporter permease 
34144_0		reductase 
34145_0		glycine cleavage system protein T 
34146_0		4-hydroxy-3-methylbut-2-enyl diphosphate reductase 
46404_1		Exonuclease VII small subunit 
31423_0		ABC-1 domain-containing protein 
96544_0	4.2.1.11	Enolase 
96546_0		TRAP-type transport system permease 
96542_0		Uncharacterized protein conserved bacteria (DUF2093) 
96549_0	2.3.1.129	Acyl---UDP-N-acetylglucosamine O-acyltransferase 
45539_0		xanthine dehydrogenase small subunit
45538_0	1.3.3.3	Oxygen-dependent coproporphyrinogen-III oxidase 
45531_0		gluconolactonase 
45533_0		Inner membrane transport permease yadH 
45535_1	6.3.5.5	Carbamoyl-phosphate synthase large chain 
45534_0		stage 0 sporulation protein J 
45537_0		related to sulfatase 
45536_0		
94217_0		mechanosensitive ion channel MscS 
97858_0		DNA primase polymerase that synthesizes small RNA primers Okazaki fragments both template strands replication forks during chromosomal synthesis (By similarity) 
93072_0		multi-copper enzyme maturation ABC transporter permease 
93070_0		glycosyl hydrolase family protein 
93074_0		Fumarate reductase iron-sulfur subunit 
39595_0		Tungsten-containing formate dehydrogenase alpha subunit OS Methylobacterium extorquens PE 3 SV 1 
93079_0	2.3.3.13	2-isopropylmalate synthase 
39597_0		glucose-6-phosphate isomerase 
39590_0	2.7.2.8	Probable acetylglutamate kinase 
39592_0		ribonucleotide-diphosphate reductase alpha subunit 
39593_0		FAD dependent oxidoreductase 
73884_0		FAD dependent oxidoreductase 
47755_0		Fructokinase 
47752_1		chemotaxis signal transduction system histidine kinase CheA 
73882_0		SSS sodium solute transporter 
73889_0	1.1.1.39	NAD-dependent malic enzyme OS Geobacillus stearothermophilus PE 1 SV 
47759_0		cytochrome c553 
2974_0		poly(A) polymerase 
2974_1	2.7.1.12	Thermosensitive gluconokinase 
2974_2		Major Facilitator superfamily 
14459_1		ATP synthase subunit alpha 
14452_0	2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) 
14452_1		surface antigen D15 family outer membrane protein 
14453_0	1.9.3.1	Cytochrome-c oxidase 
14453_1		cytochrome c oxidase subunit IV 
14454_1		CMP/dCMP deaminase zinc-binding protein 
14455_0		conserved membrane protein unknown function 
14456_0		rhodanese-related sulfurtransferase 
14456_1		amino acid permease family protein 
95892_0		Succinyl-CoA--L-malate CoA-transferase beta subunit 
95891_0		molecular chaperone GroEL 
95895_0		helicase 
99290_0		Ser-tRNA(Thr) hydrolase / threonyl-tRNA synthetase 
99293_0		alkyl sulfatase or beta-lactamase 
33269_1		tRNA (guanine-N(1)-)-methyltransferase 
99297_0		acetyl-CoA acetyltransferase 
99296_0		transposase
33265_0		ubiquinone biosynthesis protein UbiA
33266_0		Formate dehydrogenase Alpha subunit 
33260_0		May be involved control utilization gamma- aminobutyric acid (By similarity) 
33261_0		conserved protein unknown function 
33262_0		superfamily II DNA/RNA helicase 
33263_0		acriflavin resistance protein 
59124_0		DNA primase 
32245_0		carbon storage regulator 
82457_0		Carbohydrate kinase 
66166_0		Secreted protein 
66161_0		GDP-mannose 4,6-dehydratase 
66160_0	1.4.99.6	D-amino acid dehydrogenase 
82054_0		(ABC) transporter 
1994_0		arginyl-tRNA synthetase 
1994_2		cold shock protein 
1995_0		3-oxoacyl-ACP reductase 
1995_1		2-amino-5-chloromuconic semialdehyde dehydrogenase 
1995_2		2-aminomuconate deaminase 
1995_3		3-hydroxyanthranilate 3,4-dioxygenase 
1995_4		2-amino-3-carboxymuconate-6-semialdehyde decarboxylase 
97829_0		carbamoyl transferase 
82454_0		putative O-linked N-acetylglucosamine transferase, SPINDLY family 
97823_0		HemK family modification methylase 
97824_0	1.1.1.219	Putative dihydroflavonol-4-reductase 
97826_0		Homoisocitrate dehydrogenase 
97106_0		ribonucleotide reductase, alpha subunit 
27720_0		multidrug ABC transporter ATPase 
13105_0		cytoplasmic axial filament protein CafA ribonuclease G 
13104_1		sulfatase 
13102_0		acyl-CoA dehydrogenase 
13102_1		ring-hydroxylating dioxygenase, large terminal subunit 
13101_0		pyruvate formate-lyase activating enzyme 
27721_0	1.2.4.1	Pyruvate dehydrogenase E1 component 
13109_0		DNA topoisomerase I subunit omega 
13108_0		electron transport complex, RnfABCDGE type, B subunit 
13108_2		electron transport complex protein RnfC 
102341_0		MORN motif precursor
12853_0		N-acetylgalactosamine-4-sulfatase precursor 
102345_0	2.5.1.49	O-acetylhomoserine sulfhydrylase 
102344_0		putative cell division protein FtsZ 
12854_0		4-hydroxy-3-methylbut-2-enyl diphosphate reductase 
102348_0		phosphoribosyl-AMP cyclohydrolase domain-containing protein 
12858_0		single-stranded DNA-binding protein Ssb 
27727_0		polyribonucleotide nucleotidyltransferase 
37394_0		peptidase M1 membrane alanine aminopeptidase 
37395_0		Agmatine deiminase 
37396_0		ABC-type dipeptide/oligopeptide/nickel transport system, permease component 
37397_0		short-chain dehydrogenase/reductase SDR 
37391_0		protoheme IX farnesyltransferase 
5754_0		histidinol-phosphate aminotransferase 2 
5754_1		protein YbgI 
5754_2		aldo/keto reductase 
5755_1		Uncharacterized protein sll0936 
55804_0		leucine aminopeptidase 
55807_0		Transitional endoplasmic reticulum ATPase 
55801_0	4.2.1.49	Urocanate hydratase OS Trifolium repens PE 3 SV 1 
102125_0		dihydrodipicolinate synthase 
102127_0		oxidoreductase domain-containing protein 
102126_0		ATP-binding protein 
102121_0		signal recognition particle-docking protein FtsY 
102129_0		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) 
98160_0		YjgP/YjgQ family permease 
98164_0	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase 
98165_0		formate--tetrahydrofolate ligase 
80576_0		Iron-regulated ABC transporter membrane component SufB 
80574_0		beta-lactamase 
80572_0		Opine oxidase subunit B 
80573_0	1.6.5.3	NAD(P)H-quinone oxidoreductase subunit H, chloroplastic 
80570_0		lamb ycsf family protein 
103830_0		elongation factor Tu family protein 
103831_0		ATP synthase f0 subcomplex subunit 
103832_0		creatininase 
103833_0		3-isopropylmalate dehydratase large subunit 
103836_0		30S ribosomal protein S1 
103837_0		DNA-directed RNA polymerase subunit beta' 
103838_0		aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A 
103839_0		putative fatty acid desaturase 
12868_0		signal recognition particle subunit FFH/SRP54 (srp54) 
51659_0	4.1.1.20	Diaminopimelate decarboxylase 
51654_0	3.5.2.3	Dihydroorotase 
51656_0		Major Facilitator superfamily 
51651_0		precorrin-6y C5,15-methyltransferase subunit CbiT 
51652_0		Thiazole synthase 
26525_1	4.1.1.20	Diaminopimelate decarboxylase 
26528_0		endonuclease/exonuclease/phosphatase 
26038_0		RNA methyltransferase TrmH family, group 1 
50388_0		DNA polymerase III subunit epsilon 
101693_0		GTP-binding protein TypA 
50381_0		XRE family transcriptional regulator 
50382_0		DNA gyrase, B subunit 
